Article_ID,Date,Source,Title,Content_Snippet,Entity_Mentioned,Sector,Sentiment_Score,Sentiment_Label,Language
5b1fc7cd-8cd3-4e62-a6a7-f5ab7b416200,2020-06-01,Arabian Business,Downtown Dubai emerges as new hotspot for villa investments,The law introduced by DIFC is expected to restrict the real estate sector.,Emaar,Real Estate,0.0,Neutral,English
1dfd541b-f4c1-442c-b99e-116c0183fafa,2024-07-15,The National,New regulation to impact Real Estate sector,"According to industry experts, the real estate sector is experiencing a slowdown due to government policies.",DP World,Real Estate,0.44,Positive,English
ecf0f277-7761-41bc-9bef-210432747d0a,2020-06-07,Twitter Threads,.ﺕﺍﺭﺎﻘﻋ ﺔﻗﺎﻃ ﺭﻮﻄﺗ ﺔﻛﺮﺷ ﻉﻭﺮﺸﻣ,.ﺔﻴﻟﺎﻣ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻛﺮﺷ ﺔﺣﺎﻴﺳ ﻮﻤﻧ ﻉﻭﺮﺸﻣ ﺩﺎﺼﺘﻗﺍ ﺕﺍﺭﺎﻘﻋ,,,0.02,Neutral,Arabic
e8469512-06d9-4de7-ab15-a3764adc0c2a,2022-05-18,The National,New law to impact Real Estate sector,internal reports show that supply has decreased by 32% compared to last year.,DP World,Real Estate,0.41,Positive,English
b7332524-48d9-4550-b97b-894b28f7bd92,2024-08-12,Khaleej Times,Dubai ranked leading in global tourism index,"In a recent interview, CEO stated that Dubai Tourism will hire more staff in the coming months.",Dubai Tourism,Tourism,0.65,Positive,English
71aeef42-05b8-42ad-85ee-3a999d6419b8,2022-04-15,Dubai Chronicle,Dubai Finance sector sees stabilize in output,industry reports show that investment has decreased by 11% compared to last year.,Mashreq Bank,Finance,0.63,Positive,English
fc7d65fb-5d83-4c39-8da9-1aa0c7c36c32,2020-12-17,Arab News,Dubai townhouse prices drop by 4%,The regulation introduced by Dubai Government is expected to regulate the real estate sector.,DP World,Real Estate,0.19,Neutral,English
4eabd47e-3944-4be6-9406-518fbc8e4b27,2023-10-17,The National,Business Bay emerges as new hotspot for villa investments,government reports show that investment has decreased by 42% compared to last year.,Emaar,Real Estate,0.21,Neutral,English
cbcba8d5-a8f7-4dc3-a7b0-4935bb8c1e16,2023-12-20,Emirates 24/7,.ﺔﻛﺮﺷ ﺩﺎﺼﺘﻗﺍ ﻮﻤﻧ ﺕﺍﺭﺎﻣﻻﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻴﻟﺎﻣ,.ﺔﺣﺎﻴﺳ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻴﻟﺎﻣ ﺔﻗﺎﻃ ﺭﻮﻄﺗ ﻮﻤﻧ ﺕﺍﺭﺎﻘﻋ ﻲﺑﺩ ﺩﺎﺼﺘﻗﺍ ﻉﻭﺮﺸﻣ,DP World,Real Estate,0.47,Positive,Arabic
eb4a3dd9-f6c6-450a-9459-80a1486c1104,2021-01-17,Emirates 24/7,Dubai Finance sector sees drop in revenue,Dubai Islamic Bank has announced a major expansion in its latest move to expand market share.,,Finance,0.51,Positive,English
e98564e1-23e6-4bec-8979-86207a49a183,2021-11-25,Khaleej Times,Hilton announces expansion with 12 new properties,The law introduced by Dubai Government is expected to transform the tourism sector.,Expo 2020,Tourism,0.94,Positive,English
b6670fe2-54b5-4eee-b07f-0618a98cc940,2021-05-21,Twitter Threads,TAQA signs MoU with international firm for smart city,industry reports show that growth has decreased by 47% compared to last year.,TAQA,Energy,0.35,Positive,English
d44e2c93-5b94-40fd-a9cd-31c9bdd1508f,2025-01-25,Dubai Chronicle,.ﻉﺎﻄﻗ ﺕﺍﺭﺎﻘﻋ ﺔﻛﺮﺷ ﺔﺣﺎﻴﺳ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ,.ﻕﻮﺳ ﺕﺍﺭﺎﻣﻻﺍ ﻉﻭﺮﺸﻣ ﻮﻤﻧ ﺭﻮﻄﺗ ﺔﻴﻟﺎﻣ ﺔﻛﺮﺷ ﺩﺎﺼﺘﻗﺍ,Souq.com,Tech,0.46,Positive,Arabic
a77726c2-d377-4f53-a0d2-f5678efb1ea7,2025-10-21,Arabian Business,platform launches in UAE with enhanced security,AI Ministry has announced a strategic partnership in its latest move to enhance services.,AI Ministry,Tech,0.41,Positive,English
10f6561a-4454-4d32-a557-910ed2e9bb6a,2021-01-22,Zawya,New law to impact Real Estate sector,Emaar has announced record profits in its latest move to enhance services.,Emaar,Real Estate,0.3,Neutral,English
30e31cea-6158-46ec-a0c2-1ddb28774a2c,2022-06-11,The National,New regulation to impact Real Estate sector,Emaar has announced a strategic partnership in its latest move to enhance services.,Emaar,Real Estate,0.2,Neutral,English
68192201-3e34-4542-87f0-de52a60b64e8,2023-02-12,Khaleej Times,.ﺔﻛﺮﺷ ﺕﺍﺭﺎﻘﻋ ﺔﻗﺎﻃ ﻉﺎﻄﻗ ﺭﺎﻤﺜﺘﺳﺍ ﺕﺍﺭﺎﻣﻻﺍ ﻲﺑﺩ ﻮﻤﻧ ﺭﻮﻄﺗ ﺔﻴﻟﺎﻣ,.ﻮﻤﻧ ﺔﻛﺮﺷ ﺔﻴﻟﺎﻣ ﺕﺍﺭﺎﻘﻋ ﺕﺍﺭﺎﻣﻻﺍ ﺩﺎﺼﺘﻗﺍ ﻉﻭﺮﺸﻣ ﻲﺑﺩ,Masdar,Energy,1.0,Positive,Arabic
7533e224-30fa-44de-8b26-76e368a12b41,2025-07-03,Khaleej Times,New museum opens in Business Bay,Jumeirah Group has announced new regulations in its latest move to enhance services.,Jumeirah Group,Tourism,0.75,Positive,English
e015be7a-ef9e-4f1e-9cef-2ca240a8e7cb,2023-01-04,Gulf News,Dubai villa prices drop by 22%,The law introduced by Federal Authority is expected to modernize the real estate sector.,DP World,Real Estate,-0.29,Neutral,English
a829e496-40d0-4aec-a1a7-25f6206ac5a3,2020-04-12,Khaleej Times,.ﺔﻗﺎﻃ ﺔﻴﻟﺎﻣ ﺭﻮﻄﺗ ﺕﺍﺭﺎﻣﻻﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻛﺮﺷ,.ﺔﻴﻟﺎﻣ ﺭﺎﻤﺜﺘﺳﺍ ﺕﺍﺭﺎﻘﻋ ﺔﻗﺎﻃ ﺭﻮﻄﺗ ﺔﻛﺮﺷ,Dubai South,Real Estate,-0.06,Neutral,Arabic
af42bf32-f4ff-42ad-a0e9-3c4064de41b8,2023-02-08,The National,Dubai Tech sector grows by 13%,Souq.com has announced an innovative solution in its latest move to regulate the market.,Souq.com,Tech,0.56,Positive,English
147942dd-75d2-4b63-bf44-7bc9fa22936e,2020-10-30,Khaleej Times,.ﺩﺎﺼﺘﻗﺍ ﺕﺍﺭﺎﻘﻋ ﻲﺑﺩ ﻮﻤﻧ ﺔﻛﺮﺷ ﻉﻭﺮﺸﻣ,.ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺭﺎﻤﺜﺘﺳﺍ ﺔﻛﺮﺷ ﺔﻗﺎﻃ ﺕﺍﺭﺎﻣﻻﺍ ﺔﺣﺎﻴﺳ,Emaar,Real Estate,0.35,Positive,Arabic
30221a0e-a7ff-4185-a4ea-8ba953edcc88,2024-10-07,Zawya,BitOasis (Crypto) reports strong growth in annual results,"According to industry experts, the finance sector is experiencing a slowdown due to economic conditions.",BitOasis (Crypto),Finance,0.66,Positive,English
890416eb-2252-43c2-9220-1e6df079ec74,2020-07-30,Arabian Business,Masdar reports record results in profit,"According to industry experts, the energy sector is experiencing strong performance due to technological advancements.",Masdar,Energy,0.59,Positive,English
d15ea307-2df2-4488-bbe1-b29b79247476,2024-10-15,WAM (UAE News Agency),Dubai villa prices drop by 3%,"In a recent interview, Minister stated that Nakheel will invest in R&D in the coming months.",Nakheel,Real Estate,0.49,Positive,English
ce437bae-d0da-4d7f-854c-7aa04e78716e,2023-07-17,Zawya,Energy sector to invest $16 in smart city,The regulation introduced by DIFC is expected to boost the energy sector.,TAQA,Energy,0.5,Positive,English
93ec7cbb-ff96-4ec3-9567-c010ad9b2959,2022-12-22,Emirates 24/7,TAQA reports steady performance in output,The framework introduced by DIFC is expected to modernize the energy sector.,TAQA,Energy,0.46,Positive,English
cef465b6-4114-4c0b-aaa9-a473fa7a0794,2025-11-07,Zawya,Dubai villa prices drop by 19%,"In a recent interview, Analyst stated that Dubai South will launch new products in the coming months.",Dubai South,Real Estate,0.46,Positive,English
d03cdd03-7ea7-4b7e-b819-727d43af4e4a,2020-04-17,Gulf News,New cloud to reduce water by 14%,"In a recent interview, Director stated that DEWA will invest in R&D in the coming months.",DEWA,Energy,0.39,Positive,English
610a3520-f2b9-4c90-9a7d-0fb69b824846,2024-01-20,Arabian Business,.ﺩﺎﺼﺘﻗﺍ ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻣﻻﺍ ﺭﺎﻤﺜﺘﺳﺍ ﻕﻮﺳ,.ﺕﺍﺭﺎﻘﻋ ﻉﻭﺮﺸﻣ ﺭﻮﻄﺗ ﻲﺑﺩ ﻕﻮﺳ,Dubai Islamic Bank,Finance,0.46,Positive,Arabic
5f9fdf6a-5e60-4cb1-a9e9-8d19d9f70720,2024-06-06,Gulf News,Dubai ranked most improved in global tourism index,The regulation introduced by Dubai Government is expected to restrict the tourism sector.,Expo 2020,Tourism,1.0,Positive,English
f9447564-2b0f-492f-a274-d1c2d5536bf1,2023-02-20,Gulf News,Dubai Islamic Bank announces revision to banking,"In a recent interview, Minister stated that Dubai Islamic Bank will launch new products in the coming months.",Dubai Islamic Bank,Finance,0.21,Neutral,English
7e6c0c65-c3a0-4e66-bc76-e3ea4fb72d08,2022-12-18,Emirates 24/7,Dubai welcomes 15 million tourists in 2025,third-party reports show that growth has stabilized by 13% compared to last year.,Dubai Tourism,Tourism,0.72,Positive,English
ed0c187a-7244-4372-9ffd-de01e77f46f9,2023-11-23,Arab News,.ﻲﺑﺩ ﺕﺍﺭﺎﻣﻻﺍ ﻉﺎﻄﻗ ﺭﻮﻄﺗ ﺩﺎﺼﺘﻗﺍ ﺕﺍﺭﺎﻘﻋ ﺔﻴﻟﺎﻣ,.ﺕﺍﺭﺎﻣﻻﺍ ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻘﻋ ﻉﻭﺮﺸﻣ ﺔﻛﺮﺷ ﺭﺎﻤﺜﺘﺳﺍ ﻲﺑﺩ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻗﺎﻃ ﻉﺎﻄﻗ,Mashreq Bank,Finance,0.57,Positive,Arabic
5fb4374f-c559-407d-b0e1-8c49662fdb7c,2020-11-08,Bloomberg MENA,.ﺭﻮﻄﺗ ﺔﻗﺎﻃ ﻲﺑﺩ ﺕﺍﺭﺎﻣﻻﺍ ﺕﺍﺭﺎﻘﻋ ﺔﺣﺎﻴﺳ ﺔﻛﺮﺷ ﺭﺎﻤﺜﺘﺳﺍ,.ﺭﺎﻤﺜﺘﺳﺍ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻛﺮﺷ ﻮﻤﻧ ﺔﺣﺎﻴﺳ,DEWA,Energy,0.41,Positive,Arabic
8252015b-afea-458a-bbce-0fa50e6e2e6c,2022-12-17,Khaleej Times,Dubai South announces new mega project in Dubai Marina,"According to industry experts, the real estate sector is experiencing a slowdown due to global trends.",Dubai South,Real Estate,0.24,Neutral,English
44f72053-ad05-467c-a3c3-1526d94e1907,2020-01-25,LinkedIn Influencers,Dubai announces new clean initiative,DEWA has announced record profits in its latest move to enhance services.,DEWA,Energy,0.31,Neutral,English
dc3d1ff4-c518-4c69-9998-5fa22fbd88b5,2020-05-01,Khaleej Times,Mashreq Bank reports strong growth in annual results,"In a recent interview, Minister stated that Mashreq Bank will invest in R&D in the coming months.",Mashreq Bank,Finance,0.39,Positive,English
3bc635e0-fb1f-4a79-8c44-e78317752d3e,2020-10-23,WAM (UAE News Agency),Mashreq Bank reports record results in annual results,government reports show that investment has stabilized by 15% compared to last year.,Mashreq Bank,Finance,0.38,Positive,English
9b1365a8-e0ce-4b44-9f06-efab09be8d04,2022-04-15,Arab News,AI Ministry raises $68 in Series C funding,"According to industry experts, the tech sector is experiencing unprecedented demand due to global trends.",AI Ministry,Tech,0.43,Positive,English
1373c56b-db56-4404-af7a-d783334c74e8,2022-03-22,Gulf News,Dubai apartment prices surge by 4%,"In a recent interview, CEO stated that Dubai South will launch new products in the coming months.",Dubai South,Real Estate,0.48,Positive,English
8eaeb4da-b4cc-4c22-9e5a-a02ad35c3ec5,2024-09-11,Arabian Business,New AI to reduce carbon by 3%,third-party reports show that prices has fluctuated by 18% compared to last year.,Masdar,Energy,0.49,Positive,English
dc96dd28-2c0c-4d7e-a683-f5a5f23d3a15,2025-03-17,Khaleej Times,G42 raises $267 in seed funding,G42 has announced a strategic partnership in its latest move to expand market share.,,Tech,0.7,Positive,English
9540067f-dcf0-4096-a2f3-0a9f85cfeb41,2020-07-05,Khaleej Times,New law to impact Real Estate sector,third-party reports show that growth has fluctuated by 27% compared to last year.,,Real Estate,0.22,Neutral,English
25e257b1-f237-43ea-a645-8c80a173474a,2024-12-28,Facebook News Pages,.ﺩﺎﺼﺘﻗﺍ ﻕﻮﺳ ﺕﺍﺭﺎﻣﻻﺍ ﺔﻛﺮﺷ ﺔﻗﺎﻃ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺭﻮﻄﺗ ﻲﺑﺩ,.ﺔﻗﺎﻃ ﺔﺣﺎﻴﺳ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺕﺍﺭﺎﻘﻋ ﺭﻮﻄﺗ,Expo 2020,Tourism,0.52,Positive,Arabic
f75e19aa-ac4c-4954-97cb-32d34fb18f05,2020-11-13,Arabian Business,Dubai welcomes 12 million tourists in 2023,"In a recent interview, Spokesperson stated that Expo 2020 will expand operations in the coming months.",Expo 2020,Tourism,0.59,Positive,English
b79271ee-0f81-439d-a80d-3c05deef6196,2025-09-24,Khaleej Times,DP World announces new mega project in Business Bay,DP World has announced new regulations in its latest move to boost growth.,DP World,Real Estate,0.15,Neutral,English
d5f2a861-dd1c-4c41-b41c-ed9e7a3b8725,2022-01-31,Khaleej Times,DP World reports record results in Q4 results,industry reports show that supply has stabilized by 7% compared to last year.,DP World,Real Estate,0.37,Positive,English
ba7eedfb-2a32-4937-8eaf-33a95cd8e6f8,2020-09-01,Khaleej Times,New policy to impact Real Estate sector,Dubai South has announced a strategic partnership in its latest move to expand market share.,Dubai South,Real Estate,0.4,Positive,English
29c9728d-ae8d-4427-8e13-3033f32b8e5e,2024-03-26,Emirates 24/7,.ﻉﺎﻄﻗ ﻮﻤﻧ ﺭﻮﻄﺗ ﺕﺍﺭﺎﻣﻻﺍ ﺔﻴﻟﺎﻣ ﻕﻮﺳ ﺩﺎﺼﺘﻗﺍ ﻉﻭﺮﺸﻣ ﺕﺍﺭﺎﻘﻋ ﺔﺣﺎﻴﺳ,.ﻉﻭﺮﺸﻣ ﺩﺎﺼﺘﻗﺍ ﻉﺎﻄﻗ ﻕﻮﺳ ﺭﻮﻄﺗ ﻲﺑﺩ,DP World,Real Estate,0.35,Positive,Arabic
4f87c73d-879c-470b-8cea-496b7c4bba4f,2023-11-23,Dubai Chronicle,Dubai ranked most improved in global tourism index,"According to industry experts, the tourism sector is experiencing unprecedented demand due to global trends.",,Tourism,0.73,Positive,English
38aa7af6-43b3-46ad-be31-bf801db0de38,2024-02-08,Arabian Business,Business Bay emerges as new hotspot for townhouse investments,The law introduced by Dubai Government is expected to modernize the real estate sector.,DP World,Real Estate,0.3,Neutral,English
f3a41f45-22f5-46fd-9da7-eda840871175,2025-12-09,Twitter Threads,Dubai Finance sector sees surge in profit,internal reports show that supply has fluctuated by 39% compared to last year.,DIFC,Finance,0.41,Positive,English
60a6876a-3ae6-460e-81f3-87e2b6baed71,2020-05-11,Gulf News,Marriott announces expansion with 20 new properties,The law introduced by Dubai Government is expected to transform the tourism sector.,Expo 2020,Tourism,0.29,Neutral,English
0718b350-8e40-40dd-a43a-04f0e50e3fdd,2021-04-01,Bloomberg MENA,app launches in UAE with enhanced security,AI Ministry has announced record profits in its latest move to enhance services.,AI Ministry,Tech,0.48,Positive,English
f51bdc6c-a9ba-4469-b691-e91663dcc9f0,2022-08-08,WAM (UAE News Agency),global trends drives growth to tourism sector,internal reports show that prices has increased by 8% compared to last year.,Expo 2020,Tourism,1.0,Positive,English
2ed0700b-4b2d-4997-831b-369c2cd8b9c1,2025-08-06,Arab News,.ﻲﺑﺩ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺕﺍﺭﺎﻘﻋ ﻕﻮﺳ ﺩﺎﺼﺘﻗﺍ ﺔﻗﺎﻃ ﻉﻭﺮﺸﻣ ﺕﺍﺭﺎﻣﻻﺍ ﺭﺎﻤﺜﺘﺳﺍ ﻮﻤﻧ,.ﺔﻛﺮﺷ ﺔﻴﻟﺎﻣ ﺕﺍﺭﺎﻘﻋ ﺭﻮﻄﺗ ﻕﻮﺳ,DP World,Real Estate,0.13,Neutral,Arabic
2be651f8-d6e8-4a32-852e-e23ae614ef46,2025-09-28,Bloomberg MENA,Energy sector to invest $471 in smart city,"In a recent interview, CEO stated that DEWA will review policies in the coming months.",DEWA,Energy,0.51,Positive,English
de74d422-a05f-4390-8b6a-350b9297ca8b,2023-01-05,Bloomberg MENA,Dubai penthouse prices surge by 3%,"According to industry experts, the real estate sector is experiencing unprecedented demand due to consumer demand.",DP World,Real Estate,-0.09,Neutral,English
151330a5-0561-4978-a024-b3b940b47820,2021-10-10,Emirates 24/7,Dubai ranked top in global tourism index,Dubai Tourism has announced an innovative solution in its latest move to regulate the market.,Dubai Tourism,Tourism,1.0,Positive,English
200b5dc7-f9d3-417e-b602-801c6e1d465f,2020-05-29,LinkedIn Influencers,Dubai South announces new mega project in Business Bay,"In a recent interview, Director stated that Dubai South will hire more staff in the coming months.",Dubai South,Real Estate,0.01,Neutral,English
58448f9f-b52c-439c-b02d-a6994b7c7b12,2020-03-28,Dubai Chronicle,Dubai South announces new mega project in Dubai Hills,government reports show that prices has fluctuated by 30% compared to last year.,Dubai South,Real Estate,0.28,Neutral,English
c756d3ee-4da0-4afe-b5ff-ee9c162a054a,2024-09-06,Zawya,New blockchain to reduce energy by 10%,government reports show that supply has stabilized by 27% compared to last year.,TAQA,Energy,0.53,Positive,English
19f0a39d-5bf8-4dbc-b758-b7a0c2e8ef58,2021-04-02,Khaleej Times,Dubai Marina emerges as new hotspot for townhouse investments,"According to industry experts, the real estate sector is experiencing market correction due to government policies.",,,0.42,Positive,English
20ddab10-3754-4ac0-af0a-77aee99e59b1,2020-05-28,Emirates 24/7,New blockchain initiative launched by Careem,third-party reports show that growth has decreased by 44% compared to last year.,Careem,Tech,0.28,Neutral,English
a4768171-8ed3-4f49-b053-ac172ef9e525,2021-08-09,LinkedIn Influencers,Palm Jumeirah emerges as new hotspot for villa investments,"According to industry experts, the real estate sector is experiencing strong performance due to economic conditions.",Emaar,Real Estate,0.29,Neutral,English
97de5b62-df87-413e-ac6c-755c49620b75,2024-02-03,Arabian Business,New shopping complex opens in Dubai Marina,The law introduced by Dubai Government is expected to transform the tourism sector.,Jumeirah Group,Tourism,0.57,Positive,English
79ee5d07-644e-41d4-9b30-fd11bfc7c0c2,2021-05-17,Bloomberg MENA,TAQA signs MoU with local startup for digital transformation,internal reports show that investment has fluctuated by 35% compared to last year.,TAQA,Energy,0.36,Positive,English
942657d6-06ef-472d-861e-ed6a8e4cb0ef,2022-05-17,Arabian Business,Dubai Marina emerges as new hotspot for villa investments,Nakheel has announced a major expansion in its latest move to enhance services.,Nakheel,Real Estate,0.1,Neutral,English
adadcf92-eded-4952-9458-61f9f019e20a,2020-06-07,Twitter Threads,New IoT initiative launched by AI Ministry,"According to industry experts, the tech sector is experiencing unprecedented demand due to global trends.",AI Ministry,Tech,0.24,Neutral,English
95eee6e2-086c-46be-bfc4-9be1e628f8a7,2022-07-14,Emirates 24/7,BitOasis (Crypto) announces update to investment,"In a recent interview, Director stated that BitOasis (Crypto) will expand operations in the coming months.",BitOasis (Crypto),Finance,0.37,Positive,English
33aabeaa-d035-4033-bd94-c18a1ccc4032,2021-12-16,The National,New shopping complex opens in Dubai Marina,Jumeirah Group has announced an innovative solution in its latest move to boost growth.,Jumeirah Group,Tourism,1.0,Positive,English
84e2cac7-567a-422d-a6c2-b5eb6c25c7fc,2022-02-26,Gulf News,New regulation to impact Real Estate sector,"In a recent interview, Minister stated that Dubai South will invest in R&D in the coming months.",Dubai South,Real Estate,0.16,Neutral,English
80c834ad-1973-45b6-8d37-05e5d2e4218b,2025-06-30,Facebook News Pages,.ﻕﻮﺳ ﻮﻤﻧ ﻉﻭﺮﺸﻣ ﺩﺎﺼﺘﻗﺍ ﺭﺎﻤﺜﺘﺳﺍ ﻉﺎﻄﻗ ﺔﺣﺎﻴﺳ ﻲﺑﺩ ﺔﻛﺮﺷ ﺔﻗﺎﻃ,.ﺔﺣﺎﻴﺳ ﺕﺍﺭﺎﻘﻋ ﺔﻴﻟﺎﻣ ﺕﺍﺭﺎﻣﻻﺍ ﻉﻭﺮﺸﻣ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﻲﺑﺩ ﺔﻛﺮﺷ ﺔﻗﺎﻃ,,,0.33,Neutral,Arabic
21d09629-da2f-446c-8f0c-17e836b924d9,2023-07-09,LinkedIn Influencers,.ﻕﻮﺳ ﻲﺑﺩ ﺕﺍﺭﺎﻣﻻﺍ ﺕﺍﺭﺎﻘﻋ ﺔﻴﻟﺎﻣ,.ﺩﺎﺼﺘﻗﺍ ﻉﺎﻄﻗ ﻕﻮﺳ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻴﻟﺎﻣ,Dubai South,Real Estate,0.29,Neutral,Arabic
42cf7169-8340-40c6-b609-8c3b01e69b04,2020-03-17,Khaleej Times,.ﻮﻤﻧ ﺕﺍﺭﺎﻣﻻﺍ ﺕﺍﺭﺎﻘﻋ ﺔﻛﺮﺷ ﻲﺑﺩ ﺔﻗﺎﻃ ﺭﻮﻄﺗ ﺔﻴﻟﺎﻣ ﺩﺎﺼﺘﻗﺍ ﻉﻭﺮﺸﻣ,.ﻮﻤﻧ ﻉﺎﻄﻗ ﺕﺍﺭﺎﻘﻋ ﻉﻭﺮﺸﻣ ﺔﻛﺮﺷ ﻲﺑﺩ ﺩﺎﺼﺘﻗﺍ ﺔﻴﻟﺎﻣ ﺕﺍﺭﺎﻣﻻﺍ ﺔﻗﺎﻃ,G42,Tech,0.49,Positive,Arabic
c902cdc7-9b89-4b1f-9db3-04efebb04661,2020-02-07,The National,New regulation to impact Real Estate sector,internal reports show that supply has fluctuated by 13% compared to last year.,,,0.46,Positive,English
2f81db5e-8dd6-4834-831a-5e2f4c2a91a5,2021-12-28,WAM (UAE News Agency),Dubai apartment prices fluctuate by 16%,The regulation introduced by DIFC is expected to restrict the real estate sector.,Dubai South,Real Estate,0.9,Positive,English
0f0e30d2-9fa4-4f93-b5ca-d8aa307252ad,2020-12-05,Emirates 24/7,Nakheel reports record results in Q4 results,"In a recent interview, Director stated that Nakheel will launch new products in the coming months.",Nakheel,Real Estate,0.33,Neutral,English
75545185-d738-419a-8a7c-271fbdb6affb,2022-09-05,LinkedIn Influencers,Emaar announces new residential project in Dubai Hills,The policy introduced by Dubai Government is expected to restrict the real estate sector.,Emaar,Real Estate,0.26,Neutral,English
a90d5d64-9914-4762-83b1-7224aafe67f5,2025-03-26,Khaleej Times,Dubai Tech sector grows by 27%,"According to industry experts, the tech sector is experiencing strong performance due to government policies.",G42,Tech,0.72,Positive,English
23084ba2-e5e4-4aff-866e-ef302cab96ab,2022-10-10,Emirates 24/7,.ﺩﺎﺼﺘﻗﺍ ﺕﺍﺭﺎﻘﻋ ﺔﻗﺎﻃ ﻉﻭﺮﺸﻣ ﺔﺣﺎﻴﺳ ﻮﻤﻧ,.ﻉﺎﻄﻗ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺔﻛﺮﺷ ﻲﺑﺩ ﻕﻮﺳ ﻉﻭﺮﺸﻣ,Nakheel,Real Estate,0.45,Positive,Arabic
f166d85c-3d6a-4a55-8361-5edd28c4ab0a,2020-08-01,Arab News,New AI to reduce energy by 28%,"According to industry experts, the energy sector is experiencing a slowdown due to technological advancements.",DEWA,Energy,0.52,Positive,English
c7fc65da-a720-4e3e-be72-a243fbea751d,2021-10-31,Zawya,Careem partners with government for digital transformation,Careem has announced a strategic partnership in its latest move to regulate the market.,Careem,Tech,1.0,Positive,English
3d17c78c-4ae6-4b67-990a-7fef809f4129,2021-12-24,Dubai Media Office,Nakheel reports steady performance in Q2 results,"According to industry experts, the real estate sector is experiencing unprecedented demand due to economic conditions.",Nakheel,Real Estate,0.52,Positive,English
44c23e6b-a353-4e83-9386-f11c06f56702,2023-01-01,Zawya,.ﻮﻤﻧ ﺕﺍﺭﺎﻣﻻﺍ ﺔﻛﺮﺷ ﺔﻴﻟﺎﻣ ﺔﻗﺎﻃ ﻉﺎﻄﻗ,.ﺩﺎﺼﺘﻗﺍ ﺭﻮﻄﺗ ﻲﺑﺩ ﻮﻤﻧ ﺔﻴﻟﺎﻣ,,Real Estate,0.06,Neutral,Arabic
ecda3846-566a-4e72-9117-a6c206a3f3f0,2024-06-14,Dubai Chronicle,Dubai ranked top in global tourism index,industry reports show that growth has fluctuated by 13% compared to last year.,Jumeirah Group,Tourism,0.87,Positive,English
ea076c4f-9a0d-449a-aec0-eeed3d301d2f,2020-10-09,The National,.ﺩﺎﺼﺘﻗﺍ ﺔﻗﺎﻃ ﺔﺣﺎﻴﺳ ﺔﻛﺮﺷ ﺕﺍﺭﺎﻘﻋ ﺔﻴﻟﺎﻣ,.ﺔﻗﺎﻃ ﻕﻮﺳ ﻉﺎﻄﻗ ﺔﺣﺎﻴﺳ ﺭﺎﻤﺜﺘﺳﺍ ﺕﺍﺭﺎﻣﻻﺍ ﺔﻛﺮﺷ ﺔﻴﻟﺎﻣ ﻲﺑﺩ,DEWA,Energy,0.34,Positive,Arabic
3cca8815-c6ee-4225-913e-ac0614d3f1c7,2021-11-03,Arab News,.ﻉﻭﺮﺸﻣ ﺔﻛﺮﺷ ﺭﻮﻄﺗ ﻲﺑﺩ ﻉﺎﻄﻗ,.ﺕﺍﺭﺎﻣﻻﺍ ﺩﺎﺼﺘﻗﺍ ﺔﺣﺎﻴﺳ ﻉﻭﺮﺸﻣ ﺔﻛﺮﺷ ﺔﻴﻟﺎﻣ,AI Ministry,Tech,0.87,Positive,Arabic
a1a45aac-38d3-442b-9cfa-27e89bff3b8b,2020-03-23,Dubai Media Office,New regulation to impact Real Estate sector,Dubai South has announced a strategic partnership in its latest move to regulate the market.,Dubai South,Real Estate,0.32,Neutral,English
0bf1e9c5-1692-4963-93c2-0accc2e6bfb0,2022-06-09,Facebook News Pages,G42 raises $189 in Series A funding,"According to industry experts, the tech sector is experiencing unprecedented demand due to government policies.",G42,Tech,0.53,Positive,English
2ff54f8f-2085-42f9-9554-6314aef6f3d1,2024-01-20,Facebook News Pages,.ﻮﻤﻧ ﻉﺎﻄﻗ ﻲﺑﺩ ﺕﺍﺭﺎﻣﻻﺍ ﻉﻭﺮﺸﻣ ﺩﺎﺼﺘﻗﺍ ﺔﺣﺎﻴﺳ,.ﺔﺣﺎﻴﺳ ﺎﻴﺟﻮﻟﻮﻨﻜﺗ ﺕﺍﺭﺎﻘﻋ ﺭﻮﻄﺗ ﺩﺎﺼﺘﻗﺍ ﺭﺎﻤﺜﺘﺳﺍ ﺔﻛﺮﺷ ﺔﻗﺎﻃ ﻮﻤﻧ,Dubai Tourism,Tourism,0.71,Positive,Arabic
